station_id,latitude (degrees north),longitude (degrees east),date_time,significant_wave_height (m),dominant_wave_period (s),sea_surface_temperature (C°)
2888997,46.2159996,-124.1279984,2013-04-18T11:40:00Z,0.800000012,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-18T12:10:00Z,0.800000012,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-18T12:40:00Z,0.800000012,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-18T13:10:00Z,0.699999988,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-18T13:40:00Z,0.699999988,17,10.19999981
2888997,46.2159996,-124.1279984,2013-04-18T14:10:00Z,0.699999988,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-18T14:40:00Z,0.699999988,7,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T15:10:00Z,0.600000024,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T15:40:00Z,0.699999988,17,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T16:10:00Z,0.699999988,7,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T16:40:00Z,0.699999988,17,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T17:40:00Z,0.800000012,3,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T18:10:00Z,0.800000012,4,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T18:40:00Z,0.899999976,4,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T19:10:00Z,0.899999976,4,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T19:40:00Z,1.100000024,9,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T20:10:00Z,1.200000048,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-18T20:40:00Z,1.299999952,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T21:10:00Z,1.399999976,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T21:40:00Z,1.5,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T22:10:00Z,1.799999952,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T22:40:00Z,1.799999952,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T23:10:00Z,1.700000048,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-18T23:40:00Z,1.700000048,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-19T00:10:00Z,1.799999952,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-19T00:40:00Z,1.600000024,5,10.30000019
2888997,46.2159996,-124.1279984,2013-04-19T01:10:00Z,1.5,5,10.30000019
2888997,46.2159996,-124.1279984,2013-04-19T01:40:00Z,1.700000048,5,10.30000019
2888997,46.2159996,-124.1279984,2013-04-19T02:10:00Z,1.600000024,5,10.30000019
2888997,46.2159996,-124.1279984,2013-04-19T02:40:00Z,1.5,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-19T03:10:00Z,1.5,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T03:40:00Z,1.600000024,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T04:10:00Z,1.5,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T04:40:00Z,1.600000024,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T05:10:00Z,1.600000024,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T05:40:00Z,1.299999952,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T06:10:00Z,1.5,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T06:40:00Z,1.5,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T07:10:00Z,1.5,8,10.5
2888997,46.2159996,-124.1279984,2013-04-19T07:40:00Z,1.5,8,10.5
2888997,46.2159996,-124.1279984,2013-04-19T08:10:00Z,1.5,8,10.5
2888997,46.2159996,-124.1279984,2013-04-19T08:40:00Z,1.399999976,8,10.5
2888997,46.2159996,-124.1279984,2013-04-19T09:10:00Z,1.5,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T09:40:00Z,1.5,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T10:10:00Z,1.700000048,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T10:40:00Z,1.700000048,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T11:10:00Z,1.799999952,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T11:40:00Z,1.700000048,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T12:10:00Z,1.799999952,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T12:40:00Z,1.899999976,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T13:10:00Z,2,7,10.5
2888997,46.2159996,-124.1279984,2013-04-19T13:40:00Z,1.899999976,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T14:10:00Z,1.899999976,7,10.5
2888997,46.2159996,-124.1279984,2013-04-19T14:40:00Z,2,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T15:10:00Z,1.700000048,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T16:10:00Z,1.799999952,8,10.5
2888997,46.2159996,-124.1279984,2013-04-19T16:40:00Z,1.700000048,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T17:10:00Z,1.899999976,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-19T17:40:00Z,1.799999952,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T18:10:00Z,1.700000048,6,10.5
2888997,46.2159996,-124.1279984,2013-04-19T18:40:00Z,1.799999952,5,10.5
2888997,46.2159996,-124.1279984,2013-04-19T19:10:00Z,1.600000024,6,10.5
2888997,46.2159996,-124.1279984,2013-04-19T19:40:00Z,1.700000048,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T20:10:00Z,1.5,6,10.69999981
2888997,46.2159996,-124.1279984,2013-04-19T20:40:00Z,1.600000024,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T21:10:00Z,1.700000048,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-19T21:40:00Z,1.700000048,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-19T22:10:00Z,1.700000048,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-19T22:40:00Z,2,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-19T23:10:00Z,1.799999952,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-19T23:40:00Z,2.099999905,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T00:10:00Z,1.899999976,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T00:40:00Z,1.799999952,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T01:10:00Z,1.899999976,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T01:40:00Z,1.899999976,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-20T02:10:00Z,1.899999976,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-20T02:40:00Z,1.700000048,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T03:10:00Z,1.899999976,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T03:40:00Z,1.899999976,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-20T04:10:00Z,1.899999976,7,10.5
2888997,46.2159996,-124.1279984,2013-04-20T04:40:00Z,1.799999952,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-20T05:10:00Z,1.799999952,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T05:40:00Z,1.799999952,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T06:10:00Z,1.899999976,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T06:40:00Z,2.099999905,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T07:10:00Z,1.899999976,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T07:40:00Z,1.899999976,8,10.5
2888997,46.2159996,-124.1279984,2013-04-20T08:10:00Z,2,8,10.5
2888997,46.2159996,-124.1279984,2013-04-20T08:40:00Z,1.899999976,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T09:10:00Z,1.799999952,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T09:40:00Z,1.799999952,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T10:10:00Z,1.700000048,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T10:40:00Z,1.700000048,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T11:10:00Z,1.899999976,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T11:40:00Z,1.899999976,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T12:10:00Z,1.899999976,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T12:40:00Z,2.099999905,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T13:10:00Z,2,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T13:40:00Z,1.799999952,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T14:10:00Z,2,8,10.19999981
2888997,46.2159996,-124.1279984,2013-04-20T14:40:00Z,1.899999976,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T15:10:00Z,1.899999976,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-20T15:40:00Z,1.799999952,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T16:10:00Z,1.700000048,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-20T16:40:00Z,1.700000048,8,10.5
2888997,46.2159996,-124.1279984,2013-04-20T17:10:00Z,1.600000024,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-20T17:40:00Z,1.600000024,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-20T18:10:00Z,1.600000024,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T18:40:00Z,1.600000024,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-20T19:10:00Z,1.5,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-20T19:40:00Z,1.600000024,8,10.89999962
2888997,46.2159996,-124.1279984,2013-04-20T20:10:00Z,1.5,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-20T20:40:00Z,1.5,8,11.10000038
2888997,46.2159996,-124.1279984,2013-04-20T21:10:00Z,1.399999976,8,11.30000019
2888997,46.2159996,-124.1279984,2013-04-20T21:40:00Z,1.399999976,8,11.10000038
2888997,46.2159996,-124.1279984,2013-04-20T22:10:00Z,1.299999952,8,11.19999981
2888997,46.2159996,-124.1279984,2013-04-20T22:40:00Z,1.399999976,8,11.10000038
2888997,46.2159996,-124.1279984,2013-04-20T23:10:00Z,1.5,8,11.10000038
2888997,46.2159996,-124.1279984,2013-04-20T23:40:00Z,1.399999976,8,10.89999962
2888997,46.2159996,-124.1279984,2013-04-21T00:10:00Z,1.5,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-21T00:40:00Z,1.600000024,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-21T01:10:00Z,1.5,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-21T01:40:00Z,1.600000024,8,10.5
2888997,46.2159996,-124.1279984,2013-04-21T02:10:00Z,1.600000024,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T02:40:00Z,1.5,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-21T03:10:00Z,1.399999976,7,10.39999962
2888997,46.2159996,-124.1279984,2013-04-21T03:40:00Z,1.399999976,8,10.5
2888997,46.2159996,-124.1279984,2013-04-21T04:10:00Z,1.399999976,8,10.5
2888997,46.2159996,-124.1279984,2013-04-21T04:40:00Z,1.299999952,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T05:10:00Z,1.299999952,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-21T05:40:00Z,1.299999952,8,11
2888997,46.2159996,-124.1279984,2013-04-21T06:10:00Z,1.299999952,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-21T06:40:00Z,1.399999976,8,10.89999962
2888997,46.2159996,-124.1279984,2013-04-21T07:10:00Z,1.299999952,8,11
2888997,46.2159996,-124.1279984,2013-04-21T07:40:00Z,1.200000048,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T08:10:00Z,1.200000048,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T08:40:00Z,1.200000048,8,10.69999981
2888997,46.2159996,-124.1279984,2013-04-21T09:10:00Z,1.299999952,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-21T09:40:00Z,1.200000048,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-21T10:10:00Z,1.200000048,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-21T10:40:00Z,1.200000048,8,10.30000019
2888997,46.2159996,-124.1279984,2013-04-21T11:10:00Z,1.100000024,7,10.39999962
2888997,46.2159996,-124.1279984,2013-04-21T11:40:00Z,1.100000024,12,10.30000019
2888997,46.2159996,-124.1279984,2013-04-21T12:10:00Z,1.299999952,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-21T12:40:00Z,1.100000024,7,10.30000019
2888997,46.2159996,-124.1279984,2013-04-21T13:10:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T13:40:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T14:10:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T14:40:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T15:10:00Z,1.100000024,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T15:40:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-21T16:10:00Z,1.100000024,7,10.30000019
2888997,46.2159996,-124.1279984,2013-04-21T16:40:00Z,1.200000048,7,10.5
2888997,46.2159996,-124.1279984,2013-04-21T17:10:00Z,1.100000024,7,10.5
2888997,46.2159996,-124.1279984,2013-04-21T17:40:00Z,1.200000048,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T18:10:00Z,1.200000048,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T18:40:00Z,1.100000024,7,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T19:10:00Z,1.100000024,6,10.60000038
2888997,46.2159996,-124.1279984,2013-04-21T19:40:00Z,0.899999976,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-21T20:10:00Z,1,7,11
2888997,46.2159996,-124.1279984,2013-04-21T20:40:00Z,1,7,11.10000038
2888997,46.2159996,-124.1279984,2013-04-21T21:10:00Z,1,7,11.10000038
2888997,46.2159996,-124.1279984,2013-04-21T21:40:00Z,1,8,10.89999962
2888997,46.2159996,-124.1279984,2013-04-21T22:10:00Z,0.899999976,7,11
2888997,46.2159996,-124.1279984,2013-04-21T22:40:00Z,1,8,11.10000038
2888997,46.2159996,-124.1279984,2013-04-21T23:10:00Z,1,7,11
2888997,46.2159996,-124.1279984,2013-04-21T23:40:00Z,1,7,10.89999962
2888997,46.2159996,-124.1279984,2013-04-22T00:10:00Z,1,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T00:40:00Z,1,8,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T01:10:00Z,0.899999976,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T01:40:00Z,1,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-22T02:10:00Z,1,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T02:40:00Z,0.899999976,11,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T03:10:00Z,1,7,10.89999962
2888997,46.2159996,-124.1279984,2013-04-22T03:40:00Z,1,11,10.89999962
2888997,46.2159996,-124.1279984,2013-04-22T04:10:00Z,1,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T04:40:00Z,1,10,10.89999962
2888997,46.2159996,-124.1279984,2013-04-22T05:10:00Z,0.899999976,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-22T05:40:00Z,0.899999976,7,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T06:10:00Z,0.899999976,7,11.19999981
2888997,46.2159996,-124.1279984,2013-04-22T06:40:00Z,0.800000012,7,11
2888997,46.2159996,-124.1279984,2013-04-22T07:10:00Z,0.800000012,11,11
2888997,46.2159996,-124.1279984,2013-04-22T07:40:00Z,0.899999976,11,11.30000019
2888997,46.2159996,-124.1279984,2013-04-22T08:10:00Z,0.899999976,11,10.60000038
2888997,46.2159996,-124.1279984,2013-04-22T08:40:00Z,0.800000012,11,10.89999962
2888997,46.2159996,-124.1279984,2013-04-22T09:10:00Z,0.899999976,11,10.80000019
2888997,46.2159996,-124.1279984,2013-04-22T09:40:00Z,0.899999976,5,10.5
2888997,46.2159996,-124.1279984,2013-04-22T10:10:00Z,0.899999976,5,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T10:40:00Z,0.899999976,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T11:10:00Z,0.899999976,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T11:40:00Z,0.800000012,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-22T12:10:00Z,0.800000012,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-22T12:40:00Z,0.899999976,5,10.10000038
2888997,46.2159996,-124.1279984,2013-04-22T13:10:00Z,0.800000012,10,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T13:40:00Z,0.899999976,11,10.10000038
2888997,46.2159996,-124.1279984,2013-04-22T14:10:00Z,0.800000012,5,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T14:40:00Z,0.899999976,5,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T15:10:00Z,0.800000012,5,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T15:40:00Z,0.800000012,11,10.19999981
2888997,46.2159996,-124.1279984,2013-04-22T17:10:00Z,0.800000012,11,10.5
2888997,46.2159996,-124.1279984,2013-04-22T17:40:00Z,0.699999988,11,10.69999981
2888997,46.2159996,-124.1279984,2013-04-22T18:10:00Z,0.699999988,10,11.19999981
2888997,46.2159996,-124.1279984,2013-04-22T18:40:00Z,0.699999988,9,11.30000019
2888997,46.2159996,-124.1279984,2013-04-22T19:10:00Z,0.699999988,11,11.89999962
2888997,46.2159996,-124.1279984,2013-04-22T19:40:00Z,0.699999988,7,11.19999981
2888997,46.2159996,-124.1279984,2013-04-22T20:10:00Z,0.699999988,11,11.30000019
2888997,46.2159996,-124.1279984,2013-04-22T20:40:00Z,0.699999988,7,11.19999981
2888997,46.2159996,-124.1279984,2013-04-22T21:10:00Z,0.600000024,6,11.89999962
2888997,46.2159996,-124.1279984,2013-04-22T21:40:00Z,0.699999988,10,11.10000038
2888997,46.2159996,-124.1279984,2013-04-22T22:10:00Z,0.800000012,11,11.60000038
2888997,46.2159996,-124.1279984,2013-04-22T22:40:00Z,0.899999976,7,10.69999981
2888997,46.2159996,-124.1279984,2013-04-22T23:10:00Z,0.899999976,5,10.69999981
2888997,46.2159996,-124.1279984,2013-04-22T23:40:00Z,0.899999976,5,10.80000019
2888997,46.2159996,-124.1279984,2013-04-23T00:10:00Z,1.100000024,6,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T00:40:00Z,1.100000024,6,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T01:10:00Z,1.200000048,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T01:40:00Z,1.200000048,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T02:10:00Z,1.200000048,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T02:40:00Z,1.100000024,6,10.5
2888997,46.2159996,-124.1279984,2013-04-23T03:10:00Z,1.100000024,6,10.5
2888997,46.2159996,-124.1279984,2013-04-23T03:40:00Z,1.100000024,4,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T04:10:00Z,1.100000024,4,10.89999962
2888997,46.2159996,-124.1279984,2013-04-23T04:40:00Z,1.100000024,4,11.19999981
2888997,46.2159996,-124.1279984,2013-04-23T05:10:00Z,1.100000024,5,11.10000038
2888997,46.2159996,-124.1279984,2013-04-23T05:40:00Z,1,5,11.19999981
2888997,46.2159996,-124.1279984,2013-04-23T06:10:00Z,1,5,11.10000038
2888997,46.2159996,-124.1279984,2013-04-23T06:40:00Z,1,5,11.30000019
2888997,46.2159996,-124.1279984,2013-04-23T07:10:00Z,1,9,11
2888997,46.2159996,-124.1279984,2013-04-23T07:40:00Z,1,5,11.19999981
2888997,46.2159996,-124.1279984,2013-04-23T08:10:00Z,1,6,11.19999981
2888997,46.2159996,-124.1279984,2013-04-23T08:40:00Z,0.899999976,5,10.5
2888997,46.2159996,-124.1279984,2013-04-23T09:10:00Z,0.899999976,6,10.60000038
2888997,46.2159996,-124.1279984,2013-04-23T09:40:00Z,1,6,10.5
2888997,46.2159996,-124.1279984,2013-04-23T10:10:00Z,1.100000024,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-23T10:40:00Z,1.100000024,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-23T11:10:00Z,1,6,10.30000019
2888997,46.2159996,-124.1279984,2013-04-23T11:40:00Z,1,6,10
2888997,46.2159996,-124.1279984,2013-04-23T12:10:00Z,0.899999976,6,10
2888997,46.2159996,-124.1279984,2013-04-23T12:40:00Z,0.899999976,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-23T13:10:00Z,1,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-23T13:40:00Z,1,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-23T14:10:00Z,0.899999976,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-23T14:40:00Z,1,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-23T15:10:00Z,1,6,10.30000019
2888997,46.2159996,-124.1279984,2013-04-23T15:40:00Z,0.899999976,5,10.39999962
2888997,46.2159996,-124.1279984,2013-04-23T16:10:00Z,0.899999976,6,10.5
2888997,46.2159996,-124.1279984,2013-04-23T16:40:00Z,0.899999976,6,10.69999981
2888997,46.2159996,-124.1279984,2013-04-23T17:10:00Z,0.899999976,8,10.89999962
2888997,46.2159996,-124.1279984,2013-04-23T17:40:00Z,0.800000012,13,10.89999962
2888997,46.2159996,-124.1279984,2013-04-23T18:10:00Z,0.800000012,13,10.5
2888997,46.2159996,-124.1279984,2013-04-23T18:40:00Z,0.800000012,13,11.5
2888997,46.2159996,-124.1279984,2013-04-23T19:10:00Z,0.800000012,5,11.39999962
2888997,46.2159996,-124.1279984,2013-04-23T19:40:00Z,0.800000012,13,11.10000038
2888997,46.2159996,-124.1279984,2013-04-23T20:10:00Z,0.800000012,13,11.69999981
2888997,46.2159996,-124.1279984,2013-04-23T20:40:00Z,0.800000012,12,11.80000019
2888997,46.2159996,-124.1279984,2013-04-23T21:10:00Z,0.800000012,12,11.69999981
2888997,46.2159996,-124.1279984,2013-04-23T21:40:00Z,0.800000012,8,11.69999981
2888997,46.2159996,-124.1279984,2013-04-23T22:10:00Z,0.800000012,17,11.60000038
2888997,46.2159996,-124.1279984,2013-04-23T22:40:00Z,0.800000012,11,11.30000019
2888997,46.2159996,-124.1279984,2013-04-23T23:10:00Z,0.800000012,12,11
2888997,46.2159996,-124.1279984,2013-04-23T23:40:00Z,0.899999976,12,10.5
2888997,46.2159996,-124.1279984,2013-04-24T00:10:00Z,0.899999976,5,10.69999981
2888997,46.2159996,-124.1279984,2013-04-24T00:40:00Z,0.899999976,11,10.5
2888997,46.2159996,-124.1279984,2013-04-24T01:10:00Z,1,5,10.5
2888997,46.2159996,-124.1279984,2013-04-24T01:40:00Z,1.100000024,5,10.69999981
2888997,46.2159996,-124.1279984,2013-04-24T02:10:00Z,1.100000024,5,10.69999981
2888997,46.2159996,-124.1279984,2013-04-24T02:40:00Z,1.100000024,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-24T03:10:00Z,1,5,10.60000038
2888997,46.2159996,-124.1279984,2013-04-24T03:40:00Z,1.100000024,11,10.5
2888997,46.2159996,-124.1279984,2013-04-24T04:10:00Z,1.100000024,6,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T04:40:00Z,1.100000024,6,10.10000038
2888997,46.2159996,-124.1279984,2013-04-24T05:10:00Z,1.100000024,6,10
2888997,46.2159996,-124.1279984,2013-04-24T05:40:00Z,1.100000024,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T06:10:00Z,1.100000024,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T06:40:00Z,1.200000048,8,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T07:10:00Z,1.200000048,7,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T07:40:00Z,1.299999952,8,10.19999981
2888997,46.2159996,-124.1279984,2013-04-24T08:10:00Z,1.100000024,7,10.39999962
2888997,46.2159996,-124.1279984,2013-04-24T08:40:00Z,1.100000024,8,10.5
2888997,46.2159996,-124.1279984,2013-04-24T09:10:00Z,1.100000024,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-24T09:40:00Z,1.100000024,8,10.60000038
2888997,46.2159996,-124.1279984,2013-04-24T10:10:00Z,1.100000024,7,10.30000019
2888997,46.2159996,-124.1279984,2013-04-24T10:40:00Z,1.200000048,8,10.39999962
2888997,46.2159996,-124.1279984,2013-04-24T11:10:00Z,1.299999952,8,9.699999809
2888997,46.2159996,-124.1279984,2013-04-24T11:40:00Z,1.299999952,8,9.600000381
2888997,46.2159996,-124.1279984,2013-04-24T12:10:00Z,1.299999952,8,9.699999809
