station_id,latitude (degrees north),longitude (degrees east),date_time,air_temperature (C°),sea_level_pressure (hPa),wind_speed (m/s),gust_speed (m/s),significant_wave_height (m),dominant_wave_period (s),sea_surface_temperature (C°)
2868187,47.34899902,-124.7080002,2013-04-19T15:50:00Z,8.800000191,1018.400024,6,7,1.700000048,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-19T16:50:00Z,8.800000191,1018.599976,7,9,1.5,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-19T17:50:00Z,9,1019.400024,7,8,1.600000024,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-19T18:50:00Z,8.800000191,1020.400024,8,10,1.600000024,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-19T19:50:00Z,8.899999619,1021.400024,8,9,1.600000024,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-19T20:50:00Z,8.399999619,1021.900024,8,10,1.600000024,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-19T21:50:00Z,8.600000381,1022.299988,7,8,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-19T22:50:00Z,8.800000191,1022.799988,6,8,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-19T23:50:00Z,8.600000381,1023.200012,7,9,1.799999952,7,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T00:50:00Z,8.5,1023.200012,7,9,1.799999952,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T01:50:00Z,8.600000381,1023.400024,6,8,1.899999976,7,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T02:50:00Z,8.399999619,1023.400024,7,9,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T03:50:00Z,8.399999619,1023.599976,7,9,1.899999976,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T04:50:00Z,8.399999619,1024.400024,7,8,1.799999952,7,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T05:50:00Z,8,1024.599976,6,7,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T06:50:00Z,8.699999809,1024.599976,6,8,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T07:50:00Z,8.5,1024.900024,7,9,1.700000048,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T08:50:00Z,8,1025,7,9,2,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-20T09:50:00Z,8,1025,7,9,1.899999976,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-20T10:50:00Z,7.800000191,1025.099976,5,7,1.899999976,8,9
2868187,47.34899902,-124.7080002,2013-04-20T11:50:00Z,7.900000095,1025.400024,6,8,1.799999952,8,8.899999619
2868187,47.34899902,-124.7080002,2013-04-20T12:50:00Z,7.5,1025.699951,6,7,1.899999976,8,8.899999619
2868187,47.34899902,-124.7080002,2013-04-20T13:50:00Z,7.5,1025.800049,6,8,1.799999952,8,8.899999619
2868187,47.34899902,-124.7080002,2013-04-20T14:50:00Z,7.699999809,1026,5,6,1.799999952,8,9
2868187,47.34899902,-124.7080002,2013-04-20T15:50:00Z,7.800000191,1026.099976,5,6,1.799999952,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-20T16:50:00Z,8,1026.300049,4,5,1.700000048,8,9.100000381
2868187,47.34899902,-124.7080002,2013-04-20T17:50:00Z,8.300000191,1026.800049,4,5,1.600000024,8,9.199999809
2868187,47.34899902,-124.7080002,2013-04-20T18:50:00Z,8.300000191,1027.199951,3,4,1.600000024,8,9.300000191
2868187,47.34899902,-124.7080002,2013-04-20T19:50:00Z,8.699999809,1027,2,3,1.600000024,8,9.399999619
2868187,47.34899902,-124.7080002,2013-04-20T20:50:00Z,8.399999619,1026.900024,4,5,1.600000024,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-20T21:50:00Z,8.699999809,1026.900024,4,5,1.600000024,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-20T22:50:00Z,8.699999809,1026.900024,7,8,1.600000024,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-20T23:50:00Z,8.600000381,1026.699951,6,8,1.399999976,8,9.5
2868187,47.34899902,-124.7080002,2013-04-21T00:50:00Z,8.399999619,1026.300049,6,7,1.399999976,8,9.5
2868187,47.34899902,-124.7080002,2013-04-21T01:50:00Z,8.100000381,1026.099976,6,8,1.399999976,8,9.5
2868187,47.34899902,-124.7080002,2013-04-21T02:50:00Z,8,1026,4,6,1.299999952,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T03:50:00Z,7.599999905,1025.900024,6,7,1.200000048,7,9.5
2868187,47.34899902,-124.7080002,2013-04-21T04:50:00Z,7.699999809,1026.300049,6,7,1.200000048,7,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T05:50:00Z,7.699999809,1026.400024,3,4,1.200000048,11,9.699999809
2868187,47.34899902,-124.7080002,2013-04-21T06:50:00Z,8.100000381,1026.099976,3,4,1.200000048,8,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T07:50:00Z,8.100000381,1025.800049,3,4,1.200000048,7,9.699999809
2868187,47.34899902,-124.7080002,2013-04-21T08:50:00Z,8.199999809,1025.599976,4,5,1.200000048,7,9.699999809
2868187,47.34899902,-124.7080002,2013-04-21T09:50:00Z,7.699999809,1025.400024,5,6,1.200000048,7,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T10:50:00Z,7.400000095,1025,4,5,1.100000024,7,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T12:50:00Z,8.199999809,1024.699951,4,5,1.100000024,8,9.5
2868187,47.34899902,-124.7080002,2013-04-21T13:50:00Z,8.300000191,1024.800049,4,5,1.100000024,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T14:50:00Z,8.399999619,1024.900024,5,6,1.100000024,7,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T15:50:00Z,8.600000381,1025,3,4,1,11,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T16:50:00Z,7.5,1024.900024,4,5,1,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T17:50:00Z,8.199999809,1025,4,5,1,8,9.600000381
2868187,47.34899902,-124.7080002,2013-04-21T18:50:00Z,8.399999619,1025.5,5,7,1,7,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T19:50:00Z,8.600000381,1025.5,6,7,1,8,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T20:50:00Z,8.800000191,1025.699951,7,8,1,11,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T21:50:00Z,8.899999619,1025.900024,6,7,1,11,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T22:50:00Z,9,1026,6,7,1,7,9.800000191
2868187,47.34899902,-124.7080002,2013-04-21T23:50:00Z,9,1025.900024,7,8,1,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T00:50:00Z,8.899999619,1026,7,8,1.100000024,7,10
2868187,47.34899902,-124.7080002,2013-04-22T01:50:00Z,8.800000191,1026.300049,7,9,1,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T02:50:00Z,9,1026.300049,7,8,1.100000024,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T03:50:00Z,9,1026.599976,6,7,1.100000024,5,10.10000038
2868187,47.34899902,-124.7080002,2013-04-22T04:50:00Z,9,1027.199951,6,7,1,7,10
2868187,47.34899902,-124.7080002,2013-04-22T05:50:00Z,8.899999619,1027.199951,7,8,0.899999976,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T06:50:00Z,9,1027.699951,7,8,0.899999976,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T07:50:00Z,9,1028.300049,7,8,0.899999976,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T08:50:00Z,8.199999809,1029.099976,5,6,0.899999976,11,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T09:50:00Z,7.699999809,1029.599976,5,6,0.899999976,11,9.800000191
2868187,47.34899902,-124.7080002,2013-04-22T10:50:00Z,7.900000095,1030.099976,6,6,0.800000012,11,9.800000191
2868187,47.34899902,-124.7080002,2013-04-22T11:50:00Z,7.800000191,1030.5,6,7,0.899999976,11,9.699999809
2868187,47.34899902,-124.7080002,2013-04-22T12:50:00Z,7.5,1031,6,6,0.899999976,7,9.699999809
2868187,47.34899902,-124.7080002,2013-04-22T13:50:00Z,7.599999905,1031.699951,5,5,1,6,9.699999809
2868187,47.34899902,-124.7080002,2013-04-22T14:50:00Z,7.599999905,1032.099976,4,5,0.899999976,7,9.699999809
2868187,47.34899902,-124.7080002,2013-04-22T15:50:00Z,7.900000095,1032.400024,1,2,0.899999976,6,9.699999809
2868187,47.34899902,-124.7080002,2013-04-22T16:50:00Z,8.100000381,1032.400024,1,1,0.800000012,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-22T17:50:00Z,8.5,1032.800049,0,0,0.800000012,10,10.30000019
2868187,47.34899902,-124.7080002,2013-04-22T18:50:00Z,8.399999619,1033,1,1,0.899999976,6,11.10000038
2868187,47.34899902,-124.7080002,2013-04-22T19:50:00Z,8.800000191,1032.900024,0,1,0.800000012,6,11.80000019
2868187,47.34899902,-124.7080002,2013-04-22T20:50:00Z,9.399999619,1032.599976,2,3,0.800000012,7,12.5
2868187,47.34899902,-124.7080002,2013-04-22T21:50:00Z,10,1032.300049,3,4,0.800000012,10,12.10000038
2868187,47.34899902,-124.7080002,2013-04-22T22:50:00Z,10.10000038,1032.199951,5,6,0.699999988,7,11.10000038
2868187,47.34899902,-124.7080002,2013-04-22T23:50:00Z,10.80000019,1031.699951,5,6,0.699999988,6,10.69999981
2868187,47.34899902,-124.7080002,2013-04-23T00:50:00Z,10.89999962,1031.099976,7,9,0.699999988,6,10.60000038
2868187,47.34899902,-124.7080002,2013-04-23T01:50:00Z,10.39999962,1031,9,11,0.800000012,7,10.39999962
2868187,47.34899902,-124.7080002,2013-04-23T02:50:00Z,10.19999981,1030.699951,10,11,1,9,10
2868187,47.34899902,-124.7080002,2013-04-23T03:50:00Z,10.19999981,1030.599976,9,11,1.200000048,4,9.800000191
2868187,47.34899902,-124.7080002,2013-04-23T04:50:00Z,10,1030.5,9,11,1.100000024,4,9.800000191
2868187,47.34899902,-124.7080002,2013-04-23T05:50:00Z,9.800000191,1030.599976,8,10,1.100000024,4,9.699999809
2868187,47.34899902,-124.7080002,2013-04-23T06:50:00Z,9.699999809,1030.300049,9,10,1.100000024,9,9.800000191
2868187,47.34899902,-124.7080002,2013-04-23T07:50:00Z,9.600000381,1029.900024,9,11,1.100000024,4,9.899999619
2868187,47.34899902,-124.7080002,2013-04-23T08:50:00Z,9.600000381,1029.699951,6,7,1,9,10
2868187,47.34899902,-124.7080002,2013-04-23T09:50:00Z,9.5,1029.199951,5,6,0.800000012,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-23T10:50:00Z,9.5,1029,3,4,0.800000012,9,10.10000038
2868187,47.34899902,-124.7080002,2013-04-23T11:50:00Z,9.5,1028.900024,3,4,0.699999988,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-23T12:50:00Z,9.300000191,1028.5,5,5,0.699999988,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-23T13:50:00Z,9,1028.099976,3,4,0.699999988,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-23T14:50:00Z,9,1027.900024,3,4,0.699999988,8,10.10000038
2868187,47.34899902,-124.7080002,2013-04-23T15:50:00Z,9,1027.699951,3,4,0.699999988,9,10
2868187,47.34899902,-124.7080002,2013-04-23T16:50:00Z,9.199999809,1027.099976,4,5,0.699999988,13,10
2868187,47.34899902,-124.7080002,2013-04-23T17:50:00Z,9.5,1026.900024,4,6,0.699999988,12,10
2868187,47.34899902,-124.7080002,2013-04-23T18:50:00Z,9.600000381,1026.5,5,6,0.699999988,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-23T19:50:00Z,9.699999809,1026.400024,6,8,0.699999988,11,10.10000038
2868187,47.34899902,-124.7080002,2013-04-23T20:50:00Z,9.699999809,1025.599976,6,7,0.800000012,11,10.30000019
2868187,47.34899902,-124.7080002,2013-04-23T21:50:00Z,9.800000191,1025.599976,6,7,0.899999976,11,10.30000019
2868187,47.34899902,-124.7080002,2013-04-23T22:50:00Z,9.800000191,1025.099976,6,8,1.100000024,11,10.30000019
2868187,47.34899902,-124.7080002,2013-04-23T23:50:00Z,9.899999619,1024.800049,5,6,1,11,10.39999962
2868187,47.34899902,-124.7080002,2013-04-24T00:50:00Z,10.10000038,1024.300049,5,6,1.200000048,8,10.5
2868187,47.34899902,-124.7080002,2013-04-24T01:50:00Z,10.10000038,1023.900024,6,7,1.200000048,8,10.5
2868187,47.34899902,-124.7080002,2013-04-24T02:50:00Z,10.30000019,1024,5,6,1.299999952,8,10.39999962
2868187,47.34899902,-124.7080002,2013-04-24T03:50:00Z,10.39999962,1023.900024,7,8,1.299999952,8,10.5
2868187,47.34899902,-124.7080002,2013-04-24T04:50:00Z,10.5,1024.5,4,5,1.299999952,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-24T05:50:00Z,10.39999962,1024.800049,3,3,1.399999976,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-24T06:50:00Z,10.30000019,1024.900024,3,4,1.399999976,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-24T07:50:00Z,10.30000019,1025.199951,2,3,1.399999976,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-24T08:50:00Z,10.39999962,1025.5,1,2,1.299999952,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-24T09:50:00Z,9.899999619,1025.800049,4,5,1.399999976,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-24T10:50:00Z,10.10000038,1025.900024,3,4,1.299999952,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-24T12:50:00Z,9.899999619,1026,2,3,1.5,7,10
2868187,47.34899902,-124.7080002,2013-04-24T13:50:00Z,9.800000191,1026,2,3,1.299999952,8,10
2868187,47.34899902,-124.7080002,2013-04-24T15:50:00Z,10.19999981,1026,2,2,1.399999976,7,10.10000038
2868187,47.34899902,-124.7080002,2013-04-24T16:50:00Z,9.899999619,1025.699951,2,2,1.299999952,7,10.30000019
2868187,47.34899902,-124.7080002,2013-04-24T17:50:00Z,10.80000019,1025.599976,0,1,1.200000048,8,10.69999981
2868187,47.34899902,-124.7080002,2013-04-24T18:50:00Z,10.80000019,1025.099976,1,2,1.100000024,8,11.39999962
2868187,47.34899902,-124.7080002,2013-04-24T19:50:00Z,10.80000019,1024.699951,3,4,1.100000024,8,11.5
2868187,47.34899902,-124.7080002,2013-04-24T20:50:00Z,11,1023.900024,4,5,1,7,11.30000019
2868187,47.34899902,-124.7080002,2013-04-24T21:50:00Z,11.19999981,1023.200012,5,7,1,8,11.19999981
2868187,47.34899902,-124.7080002,2013-04-24T22:50:00Z,11.19999981,1022.5,6,7,0.899999976,7,11.19999981
2868187,47.34899902,-124.7080002,2013-04-24T23:50:00Z,11.69999981,1021.700012,7,8,0.899999976,7,11.10000038
2868187,47.34899902,-124.7080002,2013-04-25T00:50:00Z,11.10000038,1020.799988,8,10,0.899999976,10,10.80000019
2868187,47.34899902,-124.7080002,2013-04-25T01:50:00Z,10.80000019,1020.5,6,7,0.899999976,11,10.80000019
2868187,47.34899902,-124.7080002,2013-04-25T02:50:00Z,10.60000038,1019.799988,9,10,0.800000012,11,10.60000038
2868187,47.34899902,-124.7080002,2013-04-25T03:50:00Z,10.39999962,1019.5,7,9,0.800000012,10,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T04:50:00Z,10.10000038,1019.400024,9,10,1,11,10.5
2868187,47.34899902,-124.7080002,2013-04-25T05:50:00Z,10,1019.200012,8,10,0.899999976,6,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T06:50:00Z,10,1018.900024,8,9,0.899999976,6,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T07:50:00Z,10.10000038,1018.700012,7,9,0.899999976,4,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T08:50:00Z,10.10000038,1018.5,6,7,0.899999976,10,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T09:50:00Z,10.10000038,1018,7,8,0.899999976,6,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T10:50:00Z,10.10000038,1017.799988,6,7,0.899999976,6,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T11:50:00Z,10.10000038,1017.599976,5,6,1,6,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T12:50:00Z,10.10000038,1017.799988,5,6,1.100000024,6,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T13:50:00Z,10.19999981,1017.900024,5,6,1.100000024,7,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T14:50:00Z,10.30000019,1018,5,5,1.299999952,7,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T15:50:00Z,10.5,1018.5,4,5,1.299999952,8,10.39999962
2868187,47.34899902,-124.7080002,2013-04-25T16:50:00Z,10.69999981,1018.900024,3,4,1.399999976,8,10.39999962
2868187,47.34899902,-124.7080002,2013-04-25T17:50:00Z,10.39999962,1019.200012,6,6,1.399999976,7,10.5
2868187,47.34899902,-124.7080002,2013-04-25T18:50:00Z,10.30000019,1019.700012,6,7,1.399999976,8,10.5
2868187,47.34899902,-124.7080002,2013-04-25T19:50:00Z,10.39999962,1020.200012,6,7,1.5,7,10.19999981
2868187,47.34899902,-124.7080002,2013-04-25T20:50:00Z,10.30000019,1020.299988,7,8,1.399999976,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T21:50:00Z,10.10000038,1020.799988,8,10,1.399999976,7,10.30000019
2868187,47.34899902,-124.7080002,2013-04-25T22:50:00Z,9.899999619,1021,8,9,1.399999976,7,10.10000038
2868187,47.34899902,-124.7080002,2013-04-25T23:50:00Z,9.5,1021,9,10,1.5,7,10
2868187,47.34899902,-124.7080002,2013-04-26T00:50:00Z,9,1021.099976,8,9,1.5,7,9.899999619
2868187,47.34899902,-124.7080002,2013-04-26T01:50:00Z,9.199999809,1021.200012,8,10,1.200000048,7,10.10000038
2868187,47.34899902,-124.7080002,2013-04-26T02:50:00Z,8.699999809,1021.299988,7,9,1.100000024,7,10.19999981
2868187,47.34899902,-124.7080002,2013-04-26T03:50:00Z,8.5,1021.700012,7,9,1.200000048,7,10
2868187,47.34899902,-124.7080002,2013-04-26T04:50:00Z,8.5,1022.5,6,7,1.100000024,6,9.800000191
2868187,47.34899902,-124.7080002,2013-04-26T05:50:00Z,8.300000191,1022.700012,5,7,1.100000024,7,9.600000381
2868187,47.34899902,-124.7080002,2013-04-26T06:50:00Z,8.300000191,1022.599976,5,7,1,6,9.5
2868187,47.34899902,-124.7080002,2013-04-26T07:50:00Z,8.100000381,1022.700012,5,6,1,7,9.399999619
2868187,47.34899902,-124.7080002,2013-04-26T08:50:00Z,8,1023,5,6,0.899999976,7,9.300000191
2868187,47.34899902,-124.7080002,2013-04-26T09:50:00Z,8,1023,4,5,0.899999976,6,9.300000191
2868187,47.34899902,-124.7080002,2013-04-26T10:50:00Z,7.900000095,1023.400024,3,5,0.800000012,6,9.199999809
2868187,47.34899902,-124.7080002,2013-04-26T11:50:00Z,8,1023.799988,4,5,0.800000012,6,9.5
2868187,47.34899902,-124.7080002,2013-04-26T12:50:00Z,8,1023.900024,4,5,0.800000012,14,9.699999809
2868187,47.34899902,-124.7080002,2013-04-26T13:50:00Z,7.900000095,1023.700012,2,3,0.800000012,6,9.300000191
2868187,47.34899902,-124.7080002,2013-04-26T14:50:00Z,8.300000191,1024.199951,1,1,0.800000012,6,9.199999809
2868187,47.34899902,-124.7080002,2013-04-26T15:50:00Z,8.600000381,1024.300049,0,1,0.800000012,14,9.399999619
2868187,47.34899902,-124.7080002,2013-04-26T16:50:00Z,9.199999809,1024.599976,0,0,0.699999988,6,9.899999619
2868187,47.34899902,-124.7080002,2013-04-26T17:50:00Z,8.699999809,1025,1,2,0.699999988,14,10.30000019
2868187,47.34899902,-124.7080002,2013-04-26T18:50:00Z,8.699999809,1025.800049,2,2,0.699999988,14,10.60000038
2868187,47.34899902,-124.7080002,2013-04-26T19:50:00Z,9.199999809,1025.400024,2,3,0.600000024,15,11.19999981
2868187,47.34899902,-124.7080002,2013-04-26T20:50:00Z,9.5,1025.699951,2,2,0.699999988,14,11.39999962
2868187,47.34899902,-124.7080002,2013-04-26T21:50:00Z,9.699999809,1025.400024,2,2,0.600000024,14,11.60000038
2868187,47.34899902,-124.7080002,2013-04-26T22:50:00Z,9.899999619,1025.199951,2,3,0.5,15,11.80000019
2868187,47.34899902,-124.7080002,2013-04-26T23:50:00Z,10.10000038,1025.199951,3,4,0.600000024,14,11.30000019
2868187,47.34899902,-124.7080002,2013-04-27T00:50:00Z,10.19999981,1025.099976,3,3,0.5,14,11.10000038
2868187,47.34899902,-124.7080002,2013-04-27T01:50:00Z,10.19999981,1024.300049,1,2,0.600000024,15,11.5
2868187,47.34899902,-124.7080002,2013-04-27T02:50:00Z,10.19999981,1024.199951,1,1,0.600000024,14,11.30000019
2868187,47.34899902,-124.7080002,2013-04-27T03:50:00Z,10.30000019,1024.300049,2,2,0.600000024,14,11.19999981
2868187,47.34899902,-124.7080002,2013-04-27T04:50:00Z,10.30000019,1024.099976,2,2,0.600000024,16,11
2868187,47.34899902,-124.7080002,2013-04-27T05:50:00Z,10.30000019,1023.599976,3,4,0.600000024,13,10.80000019
2868187,47.34899902,-124.7080002,2013-04-27T06:50:00Z,10.30000019,1023.299988,4,5,0.600000024,13,10.60000038
2868187,47.34899902,-124.7080002,2013-04-27T07:50:00Z,10.30000019,1023.799988,4,4,0.699999988,14,10.5
2868187,47.34899902,-124.7080002,2013-04-27T08:50:00Z,10.39999962,1023.400024,3,4,0.699999988,13,10.5
2868187,47.34899902,-124.7080002,2013-04-27T09:50:00Z,10.39999962,1022.900024,4,4,0.699999988,15,10.60000038
2868187,47.34899902,-124.7080002,2013-04-27T10:50:00Z,10.39999962,1022.700012,4,5,0.699999988,14,10.60000038
2868187,47.34899902,-124.7080002,2013-04-27T12:50:00Z,10.10000038,1022.299988,4,6,0.899999976,14,10.39999962
2868187,47.34899902,-124.7080002,2013-04-27T13:50:00Z,9.800000191,1022.400024,5,6,0.899999976,7,10.39999962
2868187,47.34899902,-124.7080002,2013-04-27T14:50:00Z,9.800000191,1023.099976,5,7,1,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-27T15:50:00Z,9.300000191,1023.700012,6,8,1.100000024,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-27T16:50:00Z,9.5,1023.599976,6,7,1.299999952,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-27T17:50:00Z,9.899999619,1023.599976,5,7,1.299999952,8,10.30000019
2868187,47.34899902,-124.7080002,2013-04-27T18:50:00Z,10,1023.900024,5,7,1.399999976,8,10.19999981
2868187,47.34899902,-124.7080002,2013-04-27T19:50:00Z,10.10000038,1023.799988,6,7,1.299999952,8,10.30000019
